ID,projects,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fix approach,patch error?,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute
1058,voldemort/voldemort,https://github.com/voldemort/voldemort/commit/c920c4b3703522dc375c5adb5c6cf10ad226e646,2017-01-06T23:57:30Z,2017-01-13T22:29:46Z,2000,2144,src/java/voldemort/server/protocol/admin/AdminServiceRequestHandler.java:handleFetchFailure,"src/java/voldemort/server/protocol/admin/AdminServiceRequestHandler.java@@ -2019,126 +2019,130 @@",socket,noCloseRPath,CloseInFinally,no,,voldemort.client.protocol.admin.AdminClient,no,adminClient,src/java/voldemort/server/protocol/admin/AdminServiceRequestHandler.java:2019,local variable
1059,voldemort/voldemort,https://github.com/voldemort/voldemort/commit/5de23969b7ef305b4b27ae869e271298219c889a,2010-10-04T18:56:50Z,2010-11-12T06:39:27Z,109,191,src/java/voldemort/store/socket/clientrequest/ClientRequestExecutorFactory.java:create,"src/java/voldemort/store/socket/clientrequest/ClientRequestExecutorFactory.java@@ -130,10 +130,20 @@",socket,noCloseRPath,CloseOnExcep,no,java.nio.channels.SocketChannel,,no,socketChannel,src/java/voldemort/store/socket/clientrequest/ClientRequestExecutorFactory.java:117,local variable
1060,voldemort/voldemort,https://github.com/voldemort/voldemort/commit/26d95828d0765a570e6d5652edd7d5beca480011,2015-10-03T00:14:26Z,2015-10-05T22:42:53Z,338,407,contrib/hadoop-store-builder/src/java/voldemort/store/readonly/fetcher/HdfsFetcher.java:fetch,"contrib/hadoop-store-builder/src/java/voldemort/store/readonly/fetcher/HdfsFetcher.java@@ -382,27 +270,62 @@",file,noCloseRPath,CloseInFinally,no,,org.apache.hadoop.fs.FileSystem,no,fs,contrib/hadoop-store-builder/src/java/voldemort/store/readonly/fetcher/HdfsFetcher.java:338,parameter
1061,wala/WALA,https://github.com/wala/WALA/commit/0165605c19535c330d3f874b8c2e2d328c60d167,2017-03-12T03:20:51Z,2017-03-13T02:38:43Z,52,96,com.ibm.wala.cast.js/source/com/ibm/wala/cast/js/ipa/callgraph/LoadFileTargetSelector.java:getCalleeTarget,"com.ibm.wala.cast.js/source/com/ibm/wala/cast/js/ipa/callgraph/LoadFileTargetSelector.java@@ -74,8 +74,8 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,inputStream,com.ibm.wala.cast.js/source/com/ibm/wala/cast/js/ipa/callgraph/LoadFileTargetSelector.java:77,local variable
1062,wala/WALA,https://github.com/wala/WALA/commit/1ff7c5c621d0fa7168db3042596ef247dc3fe130,2022-12-26T01:16:08Z,2022-12-26T01:42:40Z,170,183,com.ibm.wala.cast.js/src/main/java/com/ibm/wala/cast/js/util/FieldBasedCGUtil.java:findScriptsInDir,"com.ibm.wala.cast.js/src/main/java/com/ibm/wala/cast/js/util/FieldBasedCGUtil.java@@ -168,10 +168,11 @@",file,noCloseRPath,try-with,no,,var,no,Files.walk(scriptDir),com.ibm.wala.cast.js/src/main/java/com/ibm/wala/cast/js/util/FieldBasedCGUtil.java:171,anonymous variable
1063,wala/WALA,https://github.com/wala/WALA/commit/0165605c19535c330d3f874b8c2e2d328c60d167,2017-02-03T01:33:27Z,2017-03-13T02:38:43Z,38,53,com.ibm.wala.shrike/src/com/ibm/wala/shrikeBT/shrikeCT/tools/ClassSearcher.java:main,"com.ibm.wala.shrike/src/com/ibm/wala/shrikeBT/shrikeCT/tools/ClassSearcher.java@@ -38,16 +38,16 @@",file,noCloseEPath,try-with,no,java.io.Writer,,no,w,com.ibm.wala.shrike/src/com/ibm/wala/shrikeBT/shrikeCT/tools/ClassSearcher.java:41,local variable
1064,wala/WALA,https://github.com/wala/WALA/commit/0165605c19535c330d3f874b8c2e2d328c60d167,2017-03-13T02:38:43Z,2017-03-13T02:38:43Z,233,241,com.ibm.wala.shrike/src/com/ibm/wala/shrikeBT/tools/OfflineInstrumenterBase.java:addInputJar,"com.ibm.wala.shrike/src/com/ibm/wala/shrikeBT/tools/OfflineInstrumenterBase.java@@ -231,13 +231,13 @@ ",file,noCloseEPath,try-with,no,java.util.jar.JarFile,,no,jf,com.ibm.wala.shrike/src/com/ibm/wala/shrikeBT/tools/OfflineInstrumenterBase.java:234,local variable
1065,wala/WALA,https://github.com/wala/WALA/commit/0165605c19535c330d3f874b8c2e2d328c60d167,2015-05-25T23:00:51Z,2017-03-13T02:38:43Z,152,173,com.ibm.wala.scandroid/source/org/scandroid/util/DexDotUtil.java:writeDotFile,"com.ibm.wala.scandroid/source/org/scandroid/util/AndroidAnalysisContext.java:@@ -269,42 +268,36 @@ ",file,noCloseEPath,try-with,no,java.io.FileWriter,,no,fw,com.ibm.wala.scandroid/source/org/scandroid/util/DexDotUtil.java:165,local variable
1066,wala/WALA,https://github.com/wala/WALA/commit/b1678882b399924b46a127c29143d223254969dc,2017-02-03T01:33:27Z,2017-03-13T02:38:43Z,110,124,com.ibm.wala.cast.java/src/com/ibm/wala/cast/java/client/JavaSourceAnalysisEngine.java:buildAnalysisScope,"com.ibm.wala.cast.js/source/com/ibm/wala/cast/js/html/DomLessSourceExtractor.java:@@ -270,22 +269,17 @@ ",file,noCloseRPath,try-with,no,java.io.InputStream,,no,is,com.ibm.wala.cast.java/src/com/ibm/wala/cast/java/client/JavaSourceAnalysisEngine.java:114,local variable
1067,wala/WALA,https://github.com/wala/WALA/commit/b1678882b399924b46a127c29143d223254969dc,2015-12-09T22:28:45Z,2017-03-13T02:38:43Z,252,290,com.ibm.wala.cast.js/source/com/ibm/wala/cast/js/html/DomLessSourceExtractor.java:getScriptFromUrl,"com.ibm.wala.scandroid/source/org/scandroid/util/AndroidAnalysisContext.java:@@ -312,26 +312,15 @@ ",file,noCloseRPath,try-with,no,java.io.Reader,,no,scriptInputStream,com.ibm.wala.cast.js/source/com/ibm/wala/cast/js/html/DomLessSourceExtractor.java:263,local variable
1068,web3j/web3j,https://github.com/web3j/web3j/commit/44bdea0aa5b163c1aa64c97b33846c78f54d572e,2017-09-06T12:42:44Z,2018-01-02T13:43:25Z,14,20,core/src/main/java/org/web3j/utils/Files.java:readBytes,"core/src/main/java/org/web3j/utils/Files.java@@ -13,9 +13,9 @@",file,noCloseEPath,try-with,no,java.io.FileInputStream,,no,fileInputStream,core/src/main/java/org/web3j/utils/Files.java:16,local variable
1069,wildfly/wildfly,https://github.com/wildfly/wildfly/commit/a4709d0da6fe674db2073a3201b259d076b4eb3f,2021-03-04T15:06:24Z,2021-07-22T07:08:47Z,178,188,ejb3/src/main/java/org/jboss/as/ejb3/timerservice/persistence/filestore/EjbTimerXmlParser_1_0.java:deserialize,"ejb3/src/main/java/org/jboss/as/ejb3/timerservice/persistence/filestore/EjbTimerXmlParser_1_0.java:@@ -178,12 +178,9 @@ ",file,noCloseEPath,try-with,no,,org.jboss.marshalling.Unmarshaller,no,unmarshaller,ejb3/src/main/java/org/jboss/as/ejb3/timerservice/persistence/filestore/EjbTimerXmlParser_1_0.java:181,local variable
1070,wildfly/wildfly,https://github.com/wildfly/wildfly/commit/94863deeb96c4536ec5e8266573e211289b02529,2016-09-01T21:59:35Z,2016-12-03T22:02:40Z,119,153,clustering/web/undertow/src/main/java/org/wildfly/clustering/web/undertow/session/DistributableSessionManager.java:getSession,"clustering/web/undertow/src/main/java/org/wildfly/clustering/web/undertow/session/DistributableSessionManager.java@@ -121,34 +155,44 @@",socket,noCloseRPath,CloseInFinally,no,,org.wildfly.clustering.ee.Batch,,batch,clustering/web/undertow/src/main/java/org/wildfly/clustering/web/undertow/session/DistributableSessionManager.java:93,local variable
1071,wildfly/wildfly,https://github.com/wildfly/wildfly/commit/f482dd23d645c9541ac2ff8ad3f3a3ab6b839a74,2011-06-23T19:25:13Z,2011-06-24T01:34:38Z,57,102,protocol/src/main/java/org/jboss/as/protocol/mgmt/ManagementChannel.java:doHandle,"protocol/src/main/java/org/jboss/as/protocol/mgmt/ManagementChannel.java@@ -44,24 +46,67 @@",socket,noCloseEPath,CloseOnExcep,yes,,org.jboss.remoting3.Channel,yes,channel,protocol/src/main/java/org/jboss/as/protocol/ProtocolChannel.java:49,instance variable
1072,wvengen/proguard-maven-plugin,https://github.com/wvengen/proguard-maven-plugin/commit/4cce4a0df440080b2c5bfaadae62d6f6967a692c,2021-03-10T17:51:23Z,2021-03-14T17:42:00Z,413,815,src/main/java/com/github/wvengen/maven/proguard/ProGuardMojo.java:execute,"src/main/java/com/github/wvengen/maven/proguard/ProGuardMojo.java@@ -715,19 +715,24 @@",file,noCloseEPath,CloseInFinally,no,java.io.FileWriter,,no,writer,src/main/java/com/github/wvengen/maven/proguard/ProGuardMojo.java:725,local variable
1073,xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc/commit/1481bf24e8774d2022bd9f1a086c229dcddb6d8d,2021-09-01T16:06:59Z,2021-09-18T23:40:48Z,57,63,src/main/java/org/sqlite/SQLiteConnection.java:SQLiteConnection,"src/main/java/org/sqlite/SQLiteConnection.java@@ -35,31 +35,42 @@",socket,noCloseEPath,CloseOnExcep,yes,,org.sqlite.core.DB,no,db,src/main/java/org/sqlite/SQLiteConnection.java,instance variable
1074,x-stream/xstream,https://github.com/x-stream/xstream/commit/67c2dbb7d774ddf2f92ca928164b961b484519a8,2019-03-21T23:40:32Z,2020-08-11T22:59:50Z,107,117,xstream/src/java/com/thoughtworks/xstream/XStreamer.java:toXML,"xstream/src/java/com/thoughtworks/xstream/XStreamer.java@@ -106,13 +106,10 @@",file,noCloseEPath,try-with,no,java.io.ObjectOutputStream,,no,oos,xstream/src/java/com/thoughtworks/xstream/XStreamer.java:109,local variable
1075,yegor256/takes,https://github.com/yegor256/takes/commit/8e542a0c6199ce5e3fa658a826de7888049b4082,2016-02-09T20:31:43Z,2016-02-11T06:59:01Z,67,84,src/main/java/org/takes/facets/fallback/FbLog4j.java:log,"src/main/java/org/takes/facets/fallback/FbLog4j.java@@ -79,8 +79,11 @@",file,noCloseEPath,CloseInFinally,no,java.io.PrintStream,,no,stream,src/main/java/org/takes/facets/fallback/FbSlf4j.java:70,local variable
1076,yegor256/takes,https://github.com/yegor256/takes/commit/8e542a0c6199ce5e3fa658a826de7888049b4082,2016-02-09T20:31:43Z,2016-02-11T06:59:01Z,76,91,src/main/java/org/takes/facets/fallback/FbSlf4j.java:log,"src/main/java/org/takes/facets/fallback/FbSlf4j.java@@ -79,8 +79,11 @@",file,noCloseEPath,CloseInFinally,no,java.io.PrintStream,,no,stream,src/main/java/org/takes/facets/fallback/FbSlf4j.java:79,local variable
1077,yegor256/takes,https://github.com/yegor256/takes/commit/8e542a0c6199ce5e3fa658a826de7888049b4082,2016-02-09T20:31:43Z,2016-02-11T06:59:01Z,123,135,src/main/java/org/takes/http/BkBasic.java:failure,"src/main/java/org/takes/http/BkBasic.java@@ -126,8 +126,11 @@",file,noCloseEPath,CloseInFinally,no,java.io.PrintStream,,no,stream,src/main/java/org/takes/facets/fallback/FbSlf4j.java:126,local variable
1078,yegor256/takes,https://github.com/yegor256/takes/commit/b22e34944107852985c4851a7d54877aadb3d444,2015-06-09T07:04:30Z,2015-06-09T07:04:30Z,109,128,src/main/java/org/takes/rs/RsPrettyJSON.java:transform,"src/main/java/org/takes/rs/RsPrettyJSON.java@@ -117,12 +117,15 @@",file,noCloseEPath,CloseInFinally,no,,javax.json.JsonWriter,no,writer,src/main/java/org/takes/rs/RsPrettyJSON.java:117,local variable
1079,zalando/intellij-swagger,https://github.com/zalando/intellij-swagger/commit/a544ec26653a6d9542423cd1b3506fe938abee91,2023-03-30T10:24:41Z,2023-05-24T10:12:32Z,61,93,src/main/java/org/zalando/intellij/swagger/file/SwaggerUiCreator.java:copyFromJar,"src/main/java/org/zalando/intellij/swagger/file/SwaggerUiCreator.java@@ -61,34 +60,28 @@",file,noCloseEPath,try-with,no,java.nio.file.FileSystems,,no,fileSystem,src/main/java/org/zalando/intellij/swagger/file/SwaggerUiCreator.java:64,local variable
1080,zaproxy/zap-extensions,https://github.com/zaproxy/zap-extensions/commit/c8a26019fef5654b78c6625d2eee93a49b89145b,2012-03-13T20:21:01Z,2012-09-23T23:24:36Z,345,352,src/org/zaproxy/zap/extension/tokengen/CharacterFrequencyMap.java:load,"src/org/zaproxy/zap/extension/tokengen/CharacterFrequencyMap.java@@ -335,20 +335,20 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,in,src/org/zaproxy/zap/extension/tokengen/CharacterFrequencyMap.java:346,local variable
1081,zaproxy/zap-extensions,https://github.com/zaproxy/zap-extensions/commit/c8a26019fef5654b78c6625d2eee93a49b89145b,2012-03-13T20:21:01Z,2012-09-23T23:24:36Z,337,343,src/org/zaproxy/zap/extension/tokengen/CharacterFrequencyMap.java:save,"src/org/zaproxy/zap/extension/tokengen/CharacterFrequencyMap.java@@ -335,20 +335,20 @@",file,noCloseEPath,try-with,no,java.io.BufferedWriter,,no,out,src/org/zaproxy/zap/extension/tokengen/CharacterFrequencyMap.java:338,local variable
1082,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/cb520f8e8e402ac0f7e1959299ecbbea40b6a6f6,2016-06-26T03:50:57Z,2016-07-04T23:24:20Z,238,277,src/org/zaproxy/zap/extension/api/DotNetAPIGenerator.java:generateCSharpComponent,"src/org/zaproxy/zap/extension/api/DotNetAPIGenerator.java:@@ -235,51 +218,52 @@ ",file,noCloseEPath,try-with,no,java.io.FileWriter,,no,out,src/org/zaproxy/zap/extension/api/DotNetAPIGenerator.java:243,local variable
1083,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/0e47c471cf1235a0a4445c00f1b9bece97b81c9b,2014-03-04T16:25:21Z,2014-03-23T16:47:35Z,165,194,src/org/parosproxy/paros/db/TableAlert.java:write,"src/org/parosproxy/paros/db/TableAlert.java:@@ -186,10 +184,11 @@",socket,noCloseEPath,try-with,no,java.sql.ResultSet,,no,rs,src/org/parosproxy/paros/db/TableAlert.java:189,local variable
1084,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/ffb919da11560ffe08e1d6fcb02aca4a45e9a2bd,2020-11-26T19:19:37Z,2021-04-22T20:09:23Z,86,103,zap/src/main/java/org/zaproxy/zap/db/sql/HsqldbDatabaseServer.java:shutdown,"zap/src/main/java/org/zaproxy/zap/db/sql/HsqldbDatabaseServer.java@@ -85,20 +85,21 @@",socket,noCloseEPath,try-with,no,java.sql.Connection,,no,conn,zap/src/main/java/org/zaproxy/zap/db/sql/HsqldbDatabaseServer.java:88,local variable
1085,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/310b1ba5e5405167bf9fd7c87492b5998982dc17,2016-07-11T07:46:43Z,2016-07-18T21:52:56Z,1120,1148,src/org/parosproxy/paros/Constant.java:isKali,"src/org/parosproxy/paros/Constant.java@@ -1119,26 +1118,23 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,in,src/org/parosproxy/paros/Constant.java:1129,local variable
1086,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/ee430ac35d5dd3b640b3d0a3c2260fd8388242ea,2014-03-20T15:32:11Z,2014-03-23T16:45:29Z,166,187,src/org/zaproxy/zap/extension/api/PythonAPIGenerator.java:generatePythonComponent,"src/org/zaproxy/zap/extension/api/PythonAPIGenerator.java@@ -166,24 +162,24 @@",file,noCloseEPath,try-with,no,java.io.FileWriter,,no,out,src/org/zaproxy/zap/extension/api/PythonAPIGenerator.java:169,local variable
1087,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/d48c94cebf3aa073577b671a0628d9f70916c896,2012-12-14T09:30:39Z,2013-01-23T04:30:13Z,221,239,src/org/zaproxy/zap/extension/dynssl/DynamicSSLPanel.java:setRootca,"src/org/zaproxy/zap/extension/dynssl/DynamicSSLPanel.java@@ -224,10 +232,10 @@",file,noCloseEPath,try-with,no,,org.bouncycastle.util.io.pem.PemWriter,no,pw,src/org/zaproxy/zap/extension/dynssl/DynamicSSLPanel.java:227,local variable
1088,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/8b2d3b012529711f47db1471e419e7dc7658cdab,2012-03-20T21:39:18Z,2012-03-22T05:09:36Z,36,57,src/org/zaproxy/zap/utils/HttpUserAgent.java:searchForInternetExplorerVersion,"src/org/zaproxy/zap/utils/HttpUserAgent.java@@ -37,21 +37,29 @@",file,noCloseEPath,CloseInFinally,no,java.io.BufferedReader,,no,reader,src/org/zaproxy/zap/utils/HttpUserAgent.java:41,local variable
1089,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/14318f3d1974e8242f7359e54405a7a344823af1,2011-05-09T19:51:48Z,2011-05-27T12:57:46Z,110,116,src/org/parosproxy/paros/db/TableAlert.java:read,"src/org/parosproxy/paros/db/TableAlert.java@@ -110,9 +111,12 @@",socket,noCloseEPath,CloseInFinally,no,java.sql.ResultSet,,no,rs,src/org/parosproxy/paros/db/TableAlert.java:112,local variable
1090,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/14318f3d1974e8242f7359e54405a7a344823af1,2011-04-27T19:02:34Z,2011-05-27T12:57:46Z,86,137,src/org/parosproxy/paros/db/TableHistory.java:reconnect,"src/org/parosproxy/paros/db/TableHistory.java@@ -118,6 +119,7 @@",socket,noCloseRPath,CloseOnRPath,yes,java.sql.PreparedStatement,,no,stmt,src/org/parosproxy/paros/db/TableHistory.java:119,local variable
1091,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy/commit/14318f3d1974e8242f7359e54405a7a344823af1,2011-04-27T19:02:34Z,2011-05-27T12:57:46Z,140,148,src/org/parosproxy/paros/db/TableHistory.java:read,"src/org/parosproxy/paros/db/TableHistory.java@@ -141,8 +143,12 @@",socket,noCloseEPath,CloseInFinally,no,java.sql.ResultSet,,no,rs,src/org/parosproxy/paros/db/TableHistory.java:143,local variable
1092,zebrunner/carina,https://github.com/zebrunner/carina/commit/b8c8e64b49607b94509b95a30d99927f5095beef,2013-10-29T22:00:47Z,2014-10-21T00:17:47Z,27,58,src/main/java/com/qaprosoft/carina/core/foundation/jenkins/JenkinsClient.java:getCurrentJobURL,"src/main/java/com/qaprosoft/carina/core/foundation/jenkins/JenkinsClient.java@@ -33,16 +33,27 @@",file,noCloseRPath,CloseInFinally,no,java.io.BufferedReader,,no,in,src/main/java/com/qaprosoft/carina/core/foundation/jenkins/JenkinsClient.java:37,local variable
1093,zebrunner/carina,https://github.com/zebrunner/carina/commit/b8c8e64b49607b94509b95a30d99927f5095beef,2014-10-07T11:50:25Z,2014-10-21T00:17:47Z,69,83,src/main/java/com/qaprosoft/carina/core/foundation/utils/FileManager.java:createFileWithContent,"src/main/java/com/qaprosoft/carina/core/foundation/utils/FileManager.java@@ -69,16 +69,28 @@",file,noCloseEPath,CloseInFinally,no,java.io.FileWriter,,no,fw,src/main/java/com/qaprosoft/carina/core/foundation/utils/FileManager.java:75,local variable
1094,Zettelkasten-Team/Zettelkasten,https://github.com/Zettelkasten-Team/Zettelkasten/commit/7bc25ae0df32bba6decb7fc77673fb377f9433ef,2015-09-21T09:01:09Z,2015-10-07T12:24:17Z,125,218,src/de/danielluedecke/zettelkasten/tasks/LoadFileTask.java:doInBackground,"src/de/danielluedecke/zettelkasten/tasks/LoadFileTask.java@@ -150,72 +153,113 @@",file,noCloseEPath,CloseInFinally,no,java.util.zip.ZipInputStream,,no,zip,src/de/danielluedecke/zettelkasten/tasks/LoadFileTask.java:167,local variable
1095,apache/opennlp,https://github.com/apache/opennlp/commit/71ab8bd24f46c2db2ac99bfe65c95a64a439a584,2024-07-01T14:06:30,2024-07-01T14:08:03Z,77,94,opennlp-tools/src/main/java/opennlp/tools/util/featuregen/BrownCluster.java:BrownCluster,"opennlp-tools/src/main/java/opennlp/tools/util/featuregen/BrownCluster.java@@ -66,29 +67,32 @@",file,noCloseRPath,try-with,no,java.io.BufferedReader,,no,breader,opennlp-tools/src/main/java/opennlp/tools/util/featuregen/BrownCluster.java:79,local variable
1096,apache/flink,https://github.com/apache/flink/commit/245daf16e1591b27abd619d93992979a866e7c4a,2012-02-02T12:40:06Z,2012-02-01T19:28:55Z,221,264,nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java:unregister,"nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java@@ -230,7 +230,10 @@@@ -239,7 +242,10 @@",file,noCloseRPath,CloseOnRPath,no,,ChannelContext,no,context,nephele/nephele-server/src/main/java/eu/stratosphere/nephele/taskmanager/bytebuffered/ByteBufferedChannelManager.java:233,anonymous variable
1097,apache/flink,https://github.com/apache/flink/commit/2afc092461cf68cf0f3c26a3ab4c58a7bd68cf71,2016-09-29T14:19:30Z,2016-09-27T12:49:52Z,201,243,flink-runtime-web/src/main/java/org/apache/flink/runtime/webmonitor/handlers/TaskManagerLogHandler.java:onSuccess,"flink-runtime-web/src/main/java/org/apache/flink/runtime/webmonitor/handlers/TaskManagerLogHandler.java@@ -210,7 +210,15 @@",file,noCloseRPath,CloseOnExcep,no,java.io.RandomAccessFile,,no,raf,flink-runtime-web/src/main/java/org/apache/flink/runtime/webmonitor/handlers/TaskManagerLogHandler.java:207,local variable
